replication_id,n_completed_pairs,sample_mean_diff,sample_sd_diff,standard_error,t_critical,ci_half_width,ci_low,ci_high,cv,pair_completed,difference,error_a,error_b,stop_flag
173,173,268.6271676300578,73.61234501783014,5.596642954870441,1.9738521694945066,11.046945838357166,257.58022179170064,279.67411346841493,0.27403164641636696,True,268.0,,,False
174,174,268.0287356321839,73.82254368157173,5.596472593701766,1.9737713368875218,11.046157193125111,256.9825784390588,279.074892825309,0.2754277204921732,True,164.5,,,False
175,175,268.4085714285714,73.78140426803726,5.577349916409891,1.9736914397560734,11.007967786542453,257.40060364202895,279.41653921511386,0.2748846800060999,True,334.5,,,False
176,176,268.28125,73.58968592812447,5.547031287811035,1.9736124619543842,10.947690076474736,257.3335599235253,279.2289400764747,0.2743005183110056,True,246.0,,,False
177,177,268.0819209039548,73.4282295752927,5.51920371035486,1.9735343877061042,10.892338315140439,257.1895825888144,278.97425921909525,0.2739022061901731,True,233.0,,,False
178,178,267.97752808988764,73.23375661523471,5.489102128732871,1.973457201593803,10.83250812623176,257.1450199636559,278.8100362161194,0.27328320078641044,True,249.5,,,False
179,179,268.036312849162,73.03198906491579,5.45866715205937,1.9733808885488238,10.772029434823196,257.2642834143388,278.8083422839852,0.272470503300852,True,278.5,,,False
180,180,268.0111111111111,72.82848826296718,5.42831501515134,1.9733054338414737,10.7117235160014,257.2993875951097,278.72283462711255,0.2717368244959598,True,263.5,,,False
181,181,267.914364640884,72.63756766959634,5.399107884644338,1.9732308230715454,10.653686095068817,257.2606785458152,278.5680507359528,0.2711223333133358,True,250.5,,,False
182,182,267.59615384615387,72.56372955550056,5.378781494739574,1.9731570421591593,10.613180584580759,256.98297326157314,278.2093344307346,0.27116880610032545,True,210.0,,,False
183,183,267.1885245901639,72.57390117203076,5.3648171462520144,1.973084077335903,10.585235289088489,256.60328930107545,277.7737598792524,0.2716205768318481,True,193.0,,,False
184,184,266.8342391304348,72.53471730639377,5.347330304398585,1.9730119151362668,10.550346404747648,256.28389272568717,277.38458553518245,0.2718343700672428,True,202.0,,,False
185,185,267.23783783783784,72.5453394637336,5.333639433849589,1.97294054238936,10.522953477528487,256.7148843603094,277.7607913153663,0.27146357735372306,True,341.5,,,False
186,186,266.96505376344084,72.44459291368491,5.311895274844134,1.9728699462108963,10.479678545159661,256.48537521828115,277.4447323086005,0.27136358070999983,True,216.5,,,False
187,187,266.5748663101604,72.44634469402195,5.297801410354712,1.9728001139954416,10.451503226272987,256.12336308388745,277.0263695364334,0.2717673488757581,True,194.0,,,False
188,188,267.02659574468083,72.51737269344339,5.288872975689386,1.9727310334089099,10.433523850900178,256.59307189378063,277.46011959558103,0.27157359547354354,True,351.5,,,False
189,189,266.74867724867727,72.42510115627276,5.268150924816725,1.9726626923813002,10.392284787219998,256.3563924614573,277.14096203589725,0.2715106290433607,True,214.5,,,False
190,190,266.18684210526317,72.64720931819039,5.270382499711786,1.9725950790996682,10.396330583904478,255.7905115213587,276.58317268916767,0.2729181079862023,True,160.0,,,False
191,191,265.913612565445,72.55411137131156,5.249831249783917,1.972528182001318,10.355440090949976,255.55817247449505,276.269052656395,0.2728484287484718,True,214.0,,,False
192,192,265.9088541666667,72.36395992524449,5.2224189678084,1.972461989767211,10.30102290864138,255.6078312580253,276.20987707530804,0.27213821123793086,True,265.0,,,False
193,193,265.68134715025906,72.2444365234611,5.200268331355156,1.9723964913155807,10.25699101066444,255.4243561395946,275.9383381609235,0.2719213723446022,True,222.0,,,False
194,194,265.409793814433,72.15623059326734,5.180515444953912,1.9723316757957499,10.217694709031713,255.19209910540127,275.6274885234647,0.27186724934392187,True,213.0,,,False
195,195,265.3179487179487,71.98144760904898,5.154698528773015,1.9722675325821353,10.166444548547918,255.15150416940077,275.4843932664966,0.2713025935745125,True,247.5,,,False
196,196,265.68367346938777,71.9789815387763,5.141355824198307,1.9722040512684431,10.139802785496506,255.54387068389127,275.82347625488427,0.27091985216423076,True,337.0,,,False
197,197,266.1522842639594,72.09577429208959,5.136611234905558,1.9721412216620418,10.130122756009618,256.0221615079498,276.282407019969,0.2708816664544867,True,358.0,,,False
198,198,266.1666666666667,71.91284205753432,5.110623147278062,1.9720790337785026,10.07855275829017,256.0881139083765,276.2452194249569,0.2701797447371358,True,269.0,,,False
199,199,266.73366834170855,72.17558501902802,5.116391568047018,1.9720174778363144,10.089613595643065,256.6440547460655,276.8232819373516,0.27059045626952855,True,379.0,,,False
200,200,267.085,72.16525754810915,5.102854297834166,1.9719565442517535,10.06260692697727,257.0223930730227,277.14760692697723,0.27019584607188407,True,337.0,,,False
201,201,266.7587064676617,72.13310776833623,5.0878771322651755,1.9718962236339093,10.032765703427023,256.7259407642347,276.7914721710887,0.2704058237629845,True,201.5,,,False
202,202,267.0792079207921,72.09749247553646,5.072761868699814,1.9718365067798589,10.002657042903111,257.07655087788896,277.08186496369524,0.26994797924111885,True,331.5,,,False
203,203,266.9704433497537,71.93550544662818,5.048882695431335,1.9717773846699893,9.955272716703163,257.0151706330505,276.92571606645686,0.26945119670939244,True,245.0,,,True
